student_id,gender,race_ethnicity,parent_education,lunch,test_preparation,math,reading,writing,total,average,percentage,grade
Student-357,male,group A,associate's degree,standard,none,63,61,61,185,61.67,61.67,D
Student-358,female,group C,some college,free/reduced,completed,42,66,69,177,59.00,59.00,E
Student-359,male,group D,some college,free/reduced,none,59,62,61,182,60.67,60.67,D
Student-360,female,group D,some college,standard,none,80,90,89,259,86.33,86.33,B
Student-361,female,group B,high school,standard,none,58,62,59,179,59.67,59.67,E
Student-362,male,group B,some high school,standard,completed,85,84,78,247,82.33,82.33,B
Student-363,female,group C,some college,standard,none,52,58,58,168,56.00,56.00,E
Student-364,female,group D,some high school,free/reduced,none,27,34,32,93,31.00,31.00,F
Student-365,male,group C,some college,standard,none,59,60,58,177,59.00,59.00,E
Student-366,male,group A,bachelor's degree,free/reduced,completed,49,58,60,167,55.67,55.67,E
Student-367,male,group C,high school,standard,completed,69,58,53,180,60.00,60.00,D
Student-368,male,group C,bachelor's degree,free/reduced,none,61,66,61,188,62.67,62.67,D
Student-369,female,group A,some high school,free/reduced,none,44,64,58,166,55.33,55.33,E
Student-370,female,group D,some high school,standard,none,73,84,85,242,80.67,80.67,B
Student-371,male,group E,some college,standard,none,84,77,71,232,77.33,77.33,C
Student-372,female,group C,some college,free/reduced,completed,45,73,70,188,62.67,62.67,D
Student-373,male,group D,some high school,standard,none,74,74,72,220,73.33,73.33,C
Student-374,female,group D,some college,standard,completed,82,97,96,275,91.67,91.67,A
Student-375,female,group D,bachelor's degree,standard,none,59,70,73,202,67.33,67.33,D
Student-376,male,group E,associate's degree,free/reduced,none,46,43,41,130,43.33,43.33,F
Student-377,female,group D,some high school,standard,none,80,90,82,252,84.00,84.00,B
Student-378,female,group D,master's degree,free/reduced,completed,85,95,100,280,93.33,93.33,A
Student-379,female,group A,some high school,standard,none,71,83,77,231,77.00,77.00,C
Student-380,male,group A,bachelor's degree,standard,none,66,64,62,192,64.00,64.00,D
Student-381,female,group B,associate's degree,standard,none,80,86,83,249,83.00,83.00,B
Student-382,male,group C,associate's degree,standard,completed,87,100,95,282,94.00,94.00,A
Student-383,male,group C,master's degree,free/reduced,none,79,81,71,231,77.00,77.00,C
Student-384,female,group E,some high school,free/reduced,none,38,49,45,132,44.00,44.00,F
Student-385,female,group A,some high school,free/reduced,none,38,43,43,124,41.33,41.33,F
Student-386,female,group E,some college,standard,none,67,76,75,218,72.67,72.67,C
Student-387,female,group E,bachelor's degree,standard,none,64,73,70,207,69.00,69.00,D
Student-388,female,group C,associate's degree,free/reduced,none,57,78,67,202,67.33,67.33,D
Student-389,female,group D,high school,standard,none,62,64,64,190,63.33,63.33,D
Student-390,male,group D,master's degree,standard,none,73,70,75,218,72.67,72.67,C
Student-391,male,group E,some high school,free/reduced,completed,73,67,59,199,66.33,66.33,D
Student-392,female,group D,some college,standard,none,77,68,77,222,74.00,74.00,C
Student-393,male,group E,some college,standard,none,76,67,67,210,70.00,70.00,C
Student-394,male,group C,associate's degree,standard,completed,57,54,56,167,55.67,55.67,E
Student-395,female,group C,some high school,standard,completed,65,74,77,216,72.00,72.00,C
Student-396,male,group A,high school,free/reduced,none,48,45,41,134,44.67,44.67,F
Student-397,female,group B,high school,free/reduced,none,50,67,63,180,60.00,60.00,D
Student-398,female,group C,associate's degree,standard,none,85,89,95,269,89.67,89.67,B
Student-399,male,group B,some high school,standard,none,74,63,57,194,64.67,64.67,D
Student-400,male,group D,some high school,standard,none,60,59,54,173,57.67,57.67,E
Student-401,female,group C,some high school,standard,completed,59,54,67,180,60.00,60.00,D
Student-402,male,group A,some college,standard,none,53,43,43,139,46.33,46.33,F
Student-403,female,group A,some college,free/reduced,none,49,65,55,169,56.33,56.33,E
Student-404,female,group D,high school,standard,completed,88,99,100,287,95.67,95.67,A
Student-405,female,group C,high school,standard,none,54,59,62,175,58.33,58.33,E
Student-406,female,group C,some high school,standard,none,63,73,68,204,68.00,68.00,D
Student-407,male,group B,associate's degree,standard,completed,65,65,63,193,64.33,64.33,D
Student-408,female,group B,associate's degree,standard,none,82,80,77,239,79.67,79.67,C
Student-409,female,group D,high school,free/reduced,completed,52,57,56,165,55.00,55.00,E
Student-410,male,group D,associate's degree,standard,completed,87,84,85,256,85.33,85.33,B
Student-411,female,group D,master's degree,standard,completed,70,71,74,215,71.67,71.67,C
Student-412,male,group E,some college,standard,completed,84,83,78,245,81.67,81.67,B
Student-413,male,group D,associate's degree,standard,none,71,66,60,197,65.67,65.67,D
Student-414,male,group B,some high school,standard,completed,63,67,67,197,65.67,65.67,D
Student-415,female,group C,bachelor's degree,free/reduced,completed,51,72,79,202,67.33,67.33,D
Student-416,male,group E,high school,standard,none,84,73,69,226,75.33,75.33,C
Student-417,male,group C,bachelor's degree,standard,completed,71,74,68,213,71.00,71.00,C
Student-418,male,group C,associate's degree,standard,none,74,73,67,214,71.33,71.33,C
Student-419,male,group D,some college,standard,none,68,59,62,189,63.00,63.00,D
Student-420,male,group E,high school,free/reduced,completed,57,56,54,167,55.67,55.67,E
Student-421,female,group C,associate's degree,free/reduced,completed,82,93,93,268,89.33,89.33,B
Student-422,female,group D,high school,standard,completed,57,58,64,179,59.67,59.67,E
Student-423,female,group D,master's degree,free/reduced,completed,47,58,67,172,57.33,57.33,E
Student-424,female,group A,some high school,standard,completed,59,85,80,224,74.67,74.67,C
Student-425,male,group B,some college,free/reduced,none,41,39,34,114,38.00,38.00,F
Student-426,female,group C,some college,free/reduced,none,62,67,62,191,63.67,63.67,D
Student-427,male,group C,bachelor's degree,standard,none,86,83,86,255,85.00,85.00,B
Student-428,male,group C,some high school,free/reduced,none,69,71,65,205,68.33,68.33,D
Student-429,male,group A,some high school,free/reduced,none,65,59,53,177,59.00,59.00,E
Student-430,male,group C,some high school,free/reduced,none,68,63,54,185,61.67,61.67,D
Student-431,male,group C,associate's degree,free/reduced,none,64,66,59,189,63.00,63.00,D
Student-432,female,group C,high school,standard,none,61,72,70,203,67.67,67.67,D
Student-433,male,group C,high school,standard,none,61,56,55,172,57.33,57.33,E
Student-434,female,group A,some high school,free/reduced,none,47,59,50,156,52.00,52.00,E
Student-435,male,group C,some high school,standard,none,73,66,66,205,68.33,68.33,D
Student-436,male,group C,some college,free/reduced,completed,50,48,53,151,50.33,50.33,E
Student-437,male,group D,associate's degree,standard,none,75,68,64,207,69.00,69.00,D
Student-438,male,group D,associate's degree,free/reduced,none,75,66,73,214,71.33,71.33,C
Student-439,male,group C,high school,standard,none,70,56,51,177,59.00,59.00,E
Student-440,male,group D,some high school,standard,completed,89,88,82,259,86.33,86.33,B
Student-441,female,group C,some college,standard,completed,67,81,79,227,75.67,75.67,C
Student-442,female,group D,high school,standard,none,78,81,80,239,79.67,79.67,C
Student-443,female,group A,some high school,free/reduced,none,59,73,69,201,67.00,67.00,D
Student-444,female,group B,associate's degree,standard,none,73,83,76,232,77.33,77.33,C
Student-445,male,group A,some high school,free/reduced,none,79,82,73,234,78.00,78.00,C
Student-446,female,group C,some high school,standard,completed,67,74,77,218,72.67,72.67,C
Student-447,male,group D,some college,free/reduced,none,69,66,60,195,65.00,65.00,D
Student-448,male,group C,high school,standard,completed,86,81,80,247,82.33,82.33,B
Student-449,male,group B,high school,standard,none,47,46,42,135,45.00,45.00,F
Student-450,male,group B,associate's degree,standard,none,81,73,72,226,75.33,75.33,C
Student-451,female,group C,some college,free/reduced,completed,64,85,85,234,78.00,78.00,C
Student-452,female,group E,some college,standard,none,100,92,97,289,96.33,96.33,A
Student-453,female,group C,associate's degree,free/reduced,none,65,77,74,216,72.00,72.00,C
Student-454,male,group C,some college,free/reduced,none,65,58,49,172,57.33,57.33,E
Student-455,female,group C,associate's degree,free/reduced,none,53,61,62,176,58.67,58.67,E
Student-456,male,group C,bachelor's degree,free/reduced,none,37,56,47,140,46.67,46.67,F
Student-457,female,group D,bachelor's degree,standard,none,79,89,89,257,85.67,85.67,B
Student-458,male,group D,associate's degree,free/reduced,none,53,54,48,155,51.67,51.67,E
Student-459,female,group E,bachelor's degree,standard,none,100,100,100,300,100.00,100.00,A
Student-460,male,group B,high school,standard,completed,72,65,68,205,68.33,68.33,D
Student-461,male,group C,bachelor's degree,free/reduced,none,53,58,55,166,55.33,55.33,E
Student-462,male,group B,some college,free/reduced,none,54,54,45,153,51.00,51.00,E
Student-463,female,group E,some college,standard,none,71,70,76,217,72.33,72.33,C
Student-464,female,group C,some college,free/reduced,none,77,90,91,258,86.00,86.00,B
Student-465,male,group A,bachelor's degree,standard,completed,75,58,62,195,65.00,65.00,D
Student-466,female,group C,some college,standard,none,84,87,91,262,87.33,87.33,B
Student-467,female,group D,associate's degree,free/reduced,none,26,31,38,95,31.67,31.67,F
Student-468,male,group A,high school,free/reduced,completed,72,67,65,204,68.00,68.00,D
Student-469,female,group A,high school,free/reduced,completed,77,88,85,250,83.33,83.33,B
Student-470,male,group C,some college,standard,none,91,74,76,241,80.33,80.33,B
Student-471,female,group C,associate's degree,standard,completed,83,85,90,258,86.00,86.00,B
Student-472,female,group C,high school,standard,none,63,69,74,206,68.67,68.67,D
Student-473,female,group C,associate's degree,standard,completed,68,86,84,238,79.33,79.33,C
Student-474,female,group D,some high school,standard,none,59,67,61,187,62.33,62.33,D
Student-475,female,group B,associate's degree,standard,completed,90,90,91,271,90.33,90.33,A
Student-476,female,group D,bachelor's degree,standard,completed,71,76,83,230,76.67,76.67,C
Student-477,male,group E,bachelor's degree,standard,completed,76,62,66,204,68.00,68.00,D
Student-478,male,group D,associate's degree,standard,none,80,68,72,220,73.33,73.33,C
Student-479,female,group D,master's degree,standard,none,55,64,70,189,63.00,63.00,D
Student-480,male,group E,associate's degree,standard,none,76,71,67,214,71.33,71.33,C
Student-481,male,group B,high school,standard,completed,73,71,68,212,70.67,70.67,C
Student-482,female,group D,associate's degree,free/reduced,none,52,59,56,167,55.67,55.67,E
Student-483,male,group C,some college,free/reduced,none,68,68,61,197,65.67,65.67,D
Student-484,male,group A,high school,standard,none,59,52,46,157,52.33,52.33,E
Student-485,female,group B,associate's degree,standard,none,49,52,54,155,51.67,51.67,E
Student-486,male,group C,high school,standard,none,70,74,71,215,71.67,71.67,C
Student-487,male,group D,some college,free/reduced,none,61,47,56,164,54.67,54.67,E
Student-488,female,group C,associate's degree,free/reduced,none,60,75,74,209,69.67,69.67,D
Student-489,male,group B,some high school,standard,completed,64,53,57,174,58.00,58.00,E
Student-490,male,group A,associate's degree,free/reduced,completed,79,82,82,243,81.00,81.00,B
Student-491,female,group A,associate's degree,free/reduced,none,65,85,76,226,75.33,75.33,C
Student-492,female,group C,associate's degree,standard,none,64,64,70,198,66.00,66.00,D
Student-493,female,group C,some college,standard,none,83,83,90,256,85.33,85.33,B
Student-494,female,group C,bachelor's degree,standard,none,81,88,90,259,86.33,86.33,B
Student-495,female,group B,high school,standard,none,54,64,68,186,62.00,62.00,D
Student-496,male,group D,high school,standard,completed,68,64,66,198,66.00,66.00,D
Student-497,female,group C,some college,standard,none,54,48,52,154,51.33,51.33,E
Student-498,female,group D,some college,free/reduced,completed,59,78,76,213,71.00,71.00,C
Student-499,female,group B,some high school,standard,none,66,69,68,203,67.67,67.67,D
Student-500,male,group E,some college,standard,none,76,71,72,219,73.00,73.00,C
Student-501,female,group D,master's degree,standard,none,74,79,82,235,78.33,78.33,C
Student-502,female,group B,associate's degree,standard,completed,94,87,92,273,91.00,91.00,A
Student-503,male,group C,some college,free/reduced,none,63,61,54,178,59.33,59.33,E
Student-504,female,group E,associate's degree,standard,completed,95,89,92,276,92.00,92.00,A
Student-505,female,group D,master's degree,free/reduced,none,40,59,54,153,51.00,51.00,E
Student-506,female,group B,some high school,standard,none,82,82,80,244,81.33,81.33,B
Student-507,male,group A,high school,standard,none,68,70,66,204,68.00,68.00,D
Student-508,male,group B,bachelor's degree,free/reduced,none,55,59,54,168,56.00,56.00,E
Student-509,male,group C,master's degree,standard,none,79,78,77,234,78.00,78.00,C
Student-510,female,group C,bachelor's degree,standard,none,86,92,87,265,88.33,88.33,B
Student-511,male,group D,some college,standard,none,76,71,73,220,73.33,73.33,C
Student-512,male,group A,some high school,standard,none,64,50,43,157,52.33,52.33,E
Student-513,male,group D,some high school,free/reduced,none,62,49,52,163,54.33,54.33,E
Student-514,female,group B,some high school,standard,completed,54,61,62,177,59.00,59.00,E
Student-515,female,group B,master's degree,free/reduced,completed,77,97,94,268,89.33,89.33,B
Student-516,female,group C,some high school,standard,completed,76,87,85,248,82.67,82.67,B
Student-517,female,group D,some college,standard,none,74,89,84,247,82.33,82.33,B
Student-518,female,group E,some college,standard,completed,66,74,73,213,71.00,71.00,C
Student-519,female,group D,some high school,standard,completed,66,78,78,222,74.00,74.00,C
Student-520,female,group B,high school,free/reduced,completed,67,78,79,224,74.67,74.67,C
Student-521,male,group D,some college,standard,none,71,49,52,172,57.33,57.33,E
Student-522,female,group C,associate's degree,standard,none,91,86,84,261,87.00,87.00,B
Student-523,male,group D,bachelor's degree,standard,none,69,58,57,184,61.33,61.33,D
Student-524,male,group C,master's degree,free/reduced,none,54,59,50,163,54.33,54.33,E
Student-525,male,group C,high school,standard,completed,53,52,49,154,51.33,51.33,E
Student-526,male,group E,some college,standard,none,68,60,59,187,62.33,62.33,D
Student-527,male,group C,some high school,free/reduced,completed,56,61,60,177,59.00,59.00,E
Student-528,female,group C,high school,free/reduced,none,36,53,43,132,44.00,44.00,F
Student-529,female,group D,bachelor's degree,free/reduced,none,29,41,47,117,39.00,39.00,F
Student-530,female,group C,associate's degree,standard,none,62,74,70,206,68.67,68.67,D
Student-531,female,group C,associate's degree,standard,completed,68,67,73,208,69.33,69.33,D
Student-532,female,group C,some high school,standard,none,47,54,53,154,51.33,51.33,E
Student-533,male,group E,associate's degree,standard,completed,62,61,58,181,60.33,60.33,D
Student-534,female,group E,associate's degree,standard,completed,79,88,94,261,87.00,87.00,B
Student-535,male,group B,high school,standard,completed,73,69,68,210,70.00,70.00,C
Student-536,female,group C,bachelor's degree,free/reduced,completed,66,83,83,232,77.33,77.33,C
Student-537,male,group C,associate's degree,standard,completed,51,60,58,169,56.33,56.33,E
Student-538,female,group D,high school,standard,none,51,66,62,179,59.67,59.67,E
Student-539,male,group E,bachelor's degree,standard,completed,85,66,71,222,74.00,74.00,C
Student-540,male,group A,associate's degree,standard,completed,97,92,86,275,91.67,91.67,A
Student-541,male,group C,high school,standard,completed,75,69,68,212,70.67,70.67,C
Student-542,male,group D,associate's degree,free/reduced,completed,79,82,80,241,80.33,80.33,B
Student-543,female,group C,associate's degree,standard,none,81,77,79,237,79.00,79.00,C
Student-544,female,group D,associate's degree,standard,none,82,95,89,266,88.67,88.67,B
Student-545,female,group D,master's degree,standard,none,64,63,66,193,64.33,64.33,D
Student-546,male,group E,some high school,free/reduced,completed,78,83,80,241,80.33,80.33,B
Student-547,female,group A,some high school,standard,completed,92,100,97,289,96.33,96.33,A
Student-548,male,group C,high school,standard,completed,72,67,64,203,67.67,67.67,D
Student-549,female,group C,high school,free/reduced,none,62,67,64,193,64.33,64.33,D
Student-550,male,group C,master's degree,standard,none,79,72,69,220,73.33,73.33,C
Student-551,male,group C,some high school,free/reduced,none,79,76,65,220,73.33,73.33,C
Student-552,male,group B,bachelor's degree,free/reduced,completed,87,90,88,265,88.33,88.33,B
Student-553,female,group B,associate's degree,standard,none,40,48,50,138,46.00,46.00,F
Student-554,male,group D,some college,free/reduced,none,77,62,64,203,67.67,67.67,D
Student-555,male,group E,associate's degree,standard,none,53,45,40,138,46.00,46.00,F
Student-556,female,group C,some college,free/reduced,none,32,39,33,104,34.67,34.67,F
Student-557,female,group C,associate's degree,standard,completed,55,72,79,206,68.67,68.67,D
Student-558,male,group C,master's degree,free/reduced,none,61,67,66,194,64.67,64.67,D
Student-559,female,group B,associate's degree,free/reduced,none,53,70,70,193,64.33,64.33,D
Student-560,male,group D,some high school,standard,none,73,66,62,201,67.00,67.00,D
Student-561,female,group D,some college,standard,completed,74,75,79,228,76.00,76.00,C
Student-562,female,group C,some college,standard,none,63,74,74,211,70.33,70.33,C
Student-563,male,group C,bachelor's degree,standard,completed,96,90,92,278,92.67,92.67,A
Student-564,female,group D,some college,free/reduced,completed,63,80,80,223,74.33,74.33,C
Student-565,male,group B,bachelor's degree,free/reduced,none,48,51,46,145,48.33,48.33,F
Student-566,male,group B,associate's degree,standard,none,48,43,45,136,45.33,45.33,F
Student-567,female,group E,bachelor's degree,free/reduced,completed,92,100,100,292,97.33,97.33,A
Student-568,female,group D,master's degree,free/reduced,completed,61,71,78,210,70.00,70.00,C
Student-569,male,group B,high school,free/reduced,none,63,48,47,158,52.67,52.67,E
Student-570,male,group D,bachelor's degree,free/reduced,none,68,68,67,203,67.67,67.67,D
Student-571,male,group B,some college,standard,completed,71,75,70,216,72.00,72.00,C
Student-572,male,group A,bachelor's degree,standard,none,91,96,92,279,93.00,93.00,A
Student-573,female,group C,some college,standard,none,53,62,56,171,57.00,57.00,E
Student-574,female,group C,high school,free/reduced,completed,50,66,64,180,60.00,60.00,D
Student-575,female,group E,high school,standard,none,74,81,71,226,75.33,75.33,C
Student-576,male,group A,associate's degree,free/reduced,completed,40,55,53,148,49.33,49.33,F
Student-577,male,group A,some college,standard,completed,61,51,52,164,54.67,54.67,E
Student-578,female,group B,high school,standard,none,81,91,89,261,87.00,87.00,B
Student-579,female,group B,some college,free/reduced,completed,48,56,58,162,54.00,54.00,E
Student-580,female,group D,master's degree,standard,none,53,61,68,182,60.67,60.67,D
Student-581,female,group D,some high school,standard,none,81,97,96,274,91.33,91.33,A
Student-582,female,group E,some high school,standard,none,77,79,80,236,78.67,78.67,C
Student-583,female,group D,bachelor's degree,free/reduced,none,63,73,78,214,71.33,71.33,C
Student-584,female,group D,associate's degree,standard,completed,73,75,80,228,76.00,76.00,C
Student-585,female,group D,some college,standard,none,69,77,77,223,74.33,74.33,C
Student-586,female,group C,associate's degree,standard,none,65,76,76,217,72.33,72.33,C
Student-587,female,group A,high school,standard,none,55,73,73,201,67.00,67.00,D
Student-588,female,group C,bachelor's degree,free/reduced,none,44,63,62,169,56.33,56.33,E
Student-589,female,group C,some college,standard,none,54,64,65,183,61.00,61.00,D
Student-590,female,group A,some high school,standard,none,48,66,65,179,59.67,59.67,E
Student-591,male,group C,some college,free/reduced,none,58,57,54,169,56.33,56.33,E
Student-592,male,group A,some high school,standard,none,71,62,50,183,61.00,61.00,D
Student-593,male,group E,bachelor's degree,standard,none,68,68,64,200,66.67,66.67,D
Student-594,female,group E,high school,standard,none,74,76,73,223,74.33,74.33,C
Student-595,female,group C,bachelor's degree,standard,completed,92,100,99,291,97.00,97.00,A
Student-596,female,group C,bachelor's degree,standard,completed,56,79,72,207,69.00,69.00,D
Student-597,male,group B,high school,free/reduced,none,30,24,15,69,23.00,23.00,F
Student-598,male,group A,some high school,standard,none,53,54,48,155,51.67,51.67,E
Student-599,female,group D,high school,standard,none,69,77,73,219,73.00,73.00,C
Student-600,female,group D,some high school,standard,none,65,82,81,228,76.00,76.00,C
Student-601,female,group D,master's degree,standard,none,54,60,63,177,59.00,59.00,E
Student-602,female,group C,high school,standard,none,29,29,30,88,29.33,29.33,F
Student-603,female,group E,some college,standard,none,76,78,80,234,78.00,78.00,C
Student-604,male,group D,high school,free/reduced,none,60,57,51,168,56.00,56.00,E
Student-605,male,group D,master's degree,free/reduced,completed,84,89,90,263,87.67,87.67,B
Student-606,male,group C,some high school,standard,none,75,72,62,209,69.67,69.67,D
Student-607,female,group C,associate's degree,standard,none,85,84,82,251,83.67,83.67,B
Student-608,female,group C,master's degree,free/reduced,none,40,58,54,152,50.67,50.67,E
Student-609,female,group E,some college,standard,none,61,64,62,187,62.33,62.33,D
Student-610,female,group B,associate's degree,standard,none,58,63,65,186,62.00,62.00,D
Student-611,male,group D,some college,free/reduced,completed,69,60,63,192,64.00,64.00,D
Student-612,female,group C,some college,standard,none,58,59,66,183,61.00,61.00,D
Student-613,male,group C,bachelor's degree,standard,completed,94,90,91,275,91.67,91.67,A
Student-614,female,group C,associate's degree,standard,none,65,77,74,216,72.00,72.00,C
Student-615,female,group A,associate's degree,standard,none,82,93,93,268,89.33,89.33,B
Student-616,female,group C,high school,standard,none,60,68,72,200,66.67,66.67,D
Student-617,female,group E,bachelor's degree,standard,none,37,45,38,120,40.00,40.00,F
Student-618,male,group D,bachelor's degree,standard,none,88,78,83,249,83.00,83.00,B
Student-619,male,group D,master's degree,standard,none,95,81,84,260,86.67,86.67,B
Student-620,male,group C,associate's degree,free/reduced,completed,65,73,68,206,68.67,68.67,D
Student-621,female,group C,high school,free/reduced,none,35,61,54,150,50.00,50.00,E
Student-622,male,group B,bachelor's degree,free/reduced,none,62,63,56,181,60.33,60.33,D
Student-623,male,group C,high school,free/reduced,completed,58,51,52,161,53.67,53.67,E
Student-624,male,group A,some college,standard,completed,100,96,86,282,94.00,94.00,A
Student-625,female,group E,bachelor's degree,free/reduced,none,61,58,62,181,60.33,60.33,D
Student-626,male,group D,some college,standard,completed,100,97,99,296,98.67,98.67,A
Student-627,male,group B,associate's degree,free/reduced,completed,69,70,63,202,67.33,67.33,D
Student-628,male,group D,associate's degree,standard,none,61,48,46,155,51.67,51.67,E
Student-629,male,group D,some college,free/reduced,none,49,57,46,152,50.67,50.67,E
Student-630,female,group C,some high school,standard,completed,44,51,55,150,50.00,50.00,E
Student-631,male,group D,some college,standard,none,67,64,70,201,67.00,67.00,D
Student-632,male,group B,high school,standard,none,79,60,65,204,68.00,68.00,D
Student-633,female,group B,bachelor's degree,standard,completed,66,74,81,221,73.67,73.67,C
Student-634,female,group C,high school,standard,none,75,88,85,248,82.67,82.67,B
Student-635,male,group D,some high school,standard,none,84,84,80,248,82.67,82.67,B
Student-636,male,group A,high school,standard,none,71,74,64,209,69.67,69.67,D
Student-637,female,group B,high school,free/reduced,completed,67,80,81,228,76.00,76.00,C
Student-638,female,group D,some high school,standard,completed,80,92,88,260,86.67,86.67,B
Student-639,male,group E,some college,standard,none,86,76,74,236,78.67,78.67,C
Student-640,female,group D,associate's degree,standard,none,76,74,73,223,74.33,74.33,C
Student-641,male,group D,high school,standard,none,41,52,51,144,48.00,48.00,F
Student-642,female,group D,associate's degree,free/reduced,completed,74,88,90,252,84.00,84.00,B
Student-643,female,group B,some high school,free/reduced,none,72,81,79,232,77.33,77.33,C
Student-644,female,group E,high school,standard,completed,74,79,80,233,77.67,77.67,C
Student-645,male,group B,high school,standard,none,70,65,60,195,65.00,65.00,D
Student-646,female,group B,bachelor's degree,standard,completed,65,81,81,227,75.67,75.67,C
Student-647,female,group D,associate's degree,standard,none,59,70,65,194,64.67,64.67,D
Student-648,female,group E,high school,free/reduced,none,64,62,68,194,64.67,64.67,D
Student-649,female,group B,high school,standard,none,50,53,55,158,52.67,52.67,E
Student-650,female,group D,some college,standard,completed,69,79,81,229,76.33,76.33,C
Student-651,male,group C,some high school,free/reduced,completed,51,56,53,160,53.33,53.33,E
Student-652,female,group A,high school,standard,completed,68,80,76,224,74.67,74.67,C
Student-653,female,group D,some college,standard,completed,85,86,98,269,89.67,89.67,B
Student-654,female,group A,associate's degree,standard,completed,65,70,74,209,69.67,69.67,D
Student-655,female,group B,some high school,standard,none,73,79,79,231,77.00,77.00,C
Student-656,female,group B,some college,standard,none,62,67,67,196,65.33,65.33,D
Student-657,male,group C,associate's degree,free/reduced,none,77,67,64,208,69.33,69.33,D
Student-658,male,group D,some high school,standard,none,69,66,61,196,65.33,65.33,D
Student-659,female,group D,associate's degree,free/reduced,none,43,60,58,161,53.67,53.67,E
Student-660,male,group D,associate's degree,standard,none,90,87,85,262,87.33,87.33,B
Student-661,male,group C,some college,free/reduced,none,74,77,73,224,74.67,74.67,C
Student-662,male,group C,some high school,standard,none,73,66,63,202,67.33,67.33,D
Student-663,female,group D,some college,free/reduced,none,55,71,69,195,65.00,65.00,D
Student-664,female,group C,high school,standard,none,65,69,67,201,67.00,67.00,D
Student-665,male,group D,associate's degree,standard,none,80,63,63,206,68.67,68.67,D
Student-666,female,group C,some high school,free/reduced,completed,50,60,60,170,56.67,56.67,E
Student-667,female,group C,some college,free/reduced,completed,63,73,71,207,69.00,69.00,D
Student-668,female,group B,bachelor's degree,free/reduced,none,77,85,87,249,83.00,83.00,B
Student-669,male,group C,some college,standard,none,73,74,61,208,69.33,69.33,D
Student-670,male,group D,associate's degree,standard,completed,81,72,77,230,76.67,76.67,C
Student-671,female,group C,high school,free/reduced,none,66,76,68,210,70.00,70.00,C
Student-672,male,group D,associate's degree,free/reduced,none,52,57,50,159,53.00,53.00,E
Student-673,female,group C,some college,standard,none,69,78,76,223,74.33,74.33,C
Student-674,female,group C,associate's degree,standard,completed,65,84,84,233,77.67,77.67,C
Student-675,female,group D,high school,standard,completed,69,77,78,224,74.67,74.67,C
Student-676,female,group B,some college,standard,completed,50,64,66,180,60.00,60.00,D
Student-677,female,group E,some college,standard,completed,73,78,76,227,75.67,75.67,C
Student-678,female,group C,some high school,standard,completed,70,82,76,228,76.00,76.00,C
Student-679,male,group D,associate's degree,free/reduced,none,81,75,78,234,78.00,78.00,C
Student-680,male,group D,some college,free/reduced,none,63,61,60,184,61.33,61.33,D
Student-681,female,group D,high school,standard,none,67,72,74,213,71.00,71.00,C
Student-682,male,group B,high school,standard,none,60,68,60,188,62.67,62.67,D
Student-683,male,group B,high school,standard,none,62,55,54,171,57.00,57.00,E
Student-684,female,group C,some high school,free/reduced,completed,29,40,44,113,37.67,37.67,F
Student-685,male,group B,some college,standard,completed,62,66,68,196,65.33,65.33,D
Student-686,female,group E,master's degree,standard,completed,94,99,100,293,97.67,97.67,A
Student-687,male,group E,some college,standard,completed,85,75,68,228,76.00,76.00,C
Student-688,male,group D,associate's degree,free/reduced,none,77,78,73,228,76.00,76.00,C
Student-689,male,group A,high school,free/reduced,none,53,58,44,155,51.67,51.67,E
Student-690,male,group E,some college,free/reduced,none,93,90,83,266,88.67,88.67,B
Student-691,female,group C,associate's degree,standard,none,49,53,53,155,51.67,51.67,E
Student-692,female,group E,associate's degree,free/reduced,none,73,76,78,227,75.67,75.67,C
Student-693,female,group C,bachelor's degree,free/reduced,completed,66,74,81,221,73.67,73.67,C
Student-694,female,group D,associate's degree,standard,none,77,77,73,227,75.67,75.67,C
Student-695,female,group C,some high school,standard,none,49,63,56,168,56.00,56.00,E
Student-696,female,group D,some college,free/reduced,none,79,89,86,254,84.67,84.67,B
Student-697,female,group C,associate's degree,standard,completed,75,82,90,247,82.33,82.33,B
Student-698,female,group A,bachelor's degree,standard,none,59,72,70,201,67.00,67.00,D
Student-699,female,group D,associate's degree,standard,completed,57,78,79,214,71.33,71.33,C
Student-700,male,group C,high school,free/reduced,none,66,66,59,191,63.67,63.67,D
Student-701,female,group E,bachelor's degree,standard,completed,79,81,82,242,80.67,80.67,B
Student-702,female,group B,some high school,standard,none,57,67,72,196,65.33,65.33,D
Student-703,male,group A,bachelor's degree,standard,completed,87,84,87,258,86.00,86.00,B
Student-704,female,group D,some college,standard,none,63,64,67,194,64.67,64.67,D
Student-705,female,group B,some high school,free/reduced,completed,59,63,64,186,62.00,62.00,D
Student-706,male,group A,bachelor's degree,free/reduced,none,62,72,65,199,66.33,66.33,D
Student-707,male,group D,high school,standard,none,46,34,36,116,38.67,38.67,F
Student-708,male,group C,some college,standard,none,66,59,52,177,59.00,59.00,E
Student-709,male,group D,high school,standard,none,89,87,79,255,85.00,85.00,B
Student-710,female,group D,associate's degree,free/reduced,completed,42,61,58,161,53.67,53.67,E
Student-711,male,group C,some college,standard,completed,93,84,90,267,89.00,89.00,B
Student-712,female,group E,some high school,standard,completed,80,85,85,250,83.33,83.33,B
Student-713,female,group D,some college,standard,none,98,100,99,297,99.00,99.00,A
